filepath,class,source,split
data/processed/train/Corn___Common_Rust/Corn___Common_Rust_PV_00766.jpg,Corn___Common_Rust,PV,train
data/processed/train/Corn___Common_Rust/Corn___Common_Rust_PV_00767.jpg,Corn___Common_Rust,PV,train
data/processed/train/Corn___Healthy/Corn___Healthy_PV_00900.jpg,Corn___Healthy,PV,train
data/processed/train/Corn___Healthy/Corn___Healthy_CCMT_00901.jpg,Corn___Healthy,CCMT,train
data/processed/train/Cassava___Bacterial_Blight/Cassava___Bacterial_Blight_CCMT_01703.jpg,Cassava___Bacterial_Blight,CCMT,train
data/processed/train/Cassava___Bacterial_Blight/Cassava___Bacterial_Blight_CCMT_01704.jpg,Cassava___Bacterial_Blight,CCMT,train
data/processed/train/Cassava___Mosaic/Cassava___Mosaic_CCMT_00791.jpg,Cassava___Mosaic,CCMT,train
data/processed/train/Cassava___Bacterial_Blight/Cassava___Bacterial_Blight_CCMT_01705.jpg,Cassava___Bacterial_Blight,CCMT,train
data/processed/train/Corn___Healthy/Corn___Healthy_PV_00902.jpg,Corn___Healthy,PV,train
data/processed/train/Cassava___Brown_Spot/Cassava___Brown_Spot_CCMT_00966.jpg,Cassava___Brown_Spot,CCMT,train
data/processed/train/Cassava___Brown_Spot/Cassava___Brown_Spot_CCMT_00967.jpg,Cassava___Brown_Spot,CCMT,train
data/processed/train/Cassava___Mosaic/Cassava___Mosaic_CCMT_00792.jpg,Cassava___Mosaic,CCMT,train
data/processed/train/Corn___Northern_Leaf_Blight/Corn___Northern_Leaf_Blight_PV_01297.jpg,Corn___Northern_Leaf_Blight,PV,train
data/processed/train/Corn___Northern_Leaf_Blight/Corn___Northern_Leaf_Blight_PV_01298.jpg,Corn___Northern_Leaf_Blight,PV,train
data/processed/train/Cassava___Bacterial_Blight/Cassava___Bacterial_Blight_CCMT_01706.jpg,Cassava___Bacterial_Blight,CCMT,train
data/processed/train/Corn___Northern_Leaf_Blight/Corn___Northern_Leaf_Blight_CCMT_01299.jpg,Corn___Northern_Leaf_Blight,CCMT,train
data/processed/train/Corn___Gray_Leaf_Spot/Corn___Gray_Leaf_Spot_CCMT_01142.jpg,Corn___Gray_Leaf_Spot,CCMT,train
data/processed/train/Cassava___Brown_Spot/Cassava___Brown_Spot_CCMT_00968.jpg,Cassava___Brown_Spot,CCMT,train
data/processed/train/Cassava___Brown_Spot/Cassava___Brown_Spot_CCMT_00969.jpg,Cassava___Brown_Spot,CCMT,train
data/processed/train/Corn___Healthy/Corn___Healthy_PV_00903.jpg,Corn___Healthy,PV,train
data/processed/train/Corn___Streak_Virus/Corn___Streak_Virus_CCMT_00634.jpg,Corn___Streak_Virus,CCMT,train
data/processed/train/Cassava___Bacterial_Blight/Cassava___Bacterial_Blight_CCMT_01707.jpg,Cassava___Bacterial_Blight,CCMT,train
data/processed/train/Cassava___Bacterial_Blight/Cassava___Bacterial_Blight_CCMT_01708.jpg,Cassava___Bacterial_Blight,CCMT,train
data/processed/train/Corn___Gray_Leaf_Spot/Corn___Gray_Leaf_Spot_CCMT_01143.jpg,Corn___Gray_Leaf_Spot,CCMT,train
data/processed/train/Corn___Northern_Leaf_Blight/Corn___Northern_Leaf_Blight_CCMT_01300.jpg,Corn___Northern_Leaf_Blight,CCMT,train
data/processed/train/Cassava___Mosaic/Cassava___Mosaic_CCMT_00793.jpg,Cassava___Mosaic,CCMT,train
data/processed/train/Cassava___Brown_Spot/Cassava___Brown_Spot_CCMT_00970.jpg,Cassava___Brown_Spot,CCMT,train
data/processed/train/Corn___Northern_Leaf_Blight/Corn___Northern_Leaf_Blight_CCMT_01301.jpg,Corn___Northern_Leaf_Blight,CCMT,train
data/processed/train/Corn___Streak_Virus/Corn___Streak_Virus_CCMT_00635.jpg,Corn___Streak_Virus,CCMT,train
data/processed/train/Corn___Fall_Armyworm/Corn___Fall_Armyworm_CCMT_00181.jpg,Corn___Fall_Armyworm,CCMT,train
data/processed/train/Corn___Northern_Leaf_Blight/Corn___Northern_Leaf_Blight_CCMT_01302.jpg,Corn___Northern_Leaf_Blight,CCMT,train
data/processed/train/Cassava___Bacterial_Blight/Cassava___Bacterial_Blight_CCMT_01709.jpg,Cassava___Bacterial_Blight,CCMT,train
data/processed/train/Cassava___Bacterial_Blight/Cassava___Bacterial_Blight_CCMT_01710.jpg,Cassava___Bacterial_Blight,CCMT,train
data/processed/train/Cassava___Bacterial_Blight/Cassava___Bacterial_Blight_CCMT_01711.jpg,Cassava___Bacterial_Blight,CCMT,train
data/processed/train/Corn___Streak_Virus/Corn___Streak_Virus_CCMT_00636.jpg,Corn___Streak_Virus,CCMT,train
data/processed/train/Cassava___Brown_Spot/Cassava___Brown_Spot_CCMT_00971.jpg,Cassava___Brown_Spot,CCMT,train
data/processed/train/Cassava___Healthy/Cassava___Healthy_CCMT_00779.jpg,Cassava___Healthy,CCMT,train
data/processed/train/Cassava___Brown_Spot/Cassava___Brown_Spot_CCMT_00972.jpg,Cassava___Brown_Spot,CCMT,train
data/processed/train/Cassava___Healthy/Cassava___Healthy_CCMT_00780.jpg,Cassava___Healthy,CCMT,train
data/processed/train/Corn___Gray_Leaf_Spot/Corn___Gray_Leaf_Spot_PV_01144.jpg,Corn___Gray_Leaf_Spot,PV,train
data/processed/train/Corn___Gray_Leaf_Spot/Corn___Gray_Leaf_Spot_PV_01145.jpg,Corn___Gray_Leaf_Spot,PV,train
data/processed/train/Cassava___Mosaic/Cassava___Mosaic_CCMT_00794.jpg,Cassava___Mosaic,CCMT,train
data/processed/train/Corn___Streak_Virus/Corn___Streak_Virus_CCMT_00637.jpg,Corn___Streak_Virus,CCMT,train
data/processed/train/Cassava___Bacterial_Blight/Cassava___Bacterial_Blight_CCMT_01712.jpg,Cassava___Bacterial_Blight,CCMT,train
data/processed/train/Corn___Gray_Leaf_Spot/Corn___Gray_Leaf_Spot_PV_01146.jpg,Corn___Gray_Leaf_Spot,PV,train
data/processed/train/Corn___Common_Rust/Corn___Common_Rust_PV_00768.jpg,Corn___Common_Rust,PV,train
data/processed/train/Cassava___Bacterial_Blight/Cassava___Bacterial_Blight_CCMT_01713.jpg,Cassava___Bacterial_Blight,CCMT,train
data/processed/train/Cassava___Mosaic/Cassava___Mosaic_CCMT_00795.jpg,Cassava___Mosaic,CCMT,train
data/processed/train/Cassava___Bacterial_Blight/Cassava___Bacterial_Blight_CCMT_01714.jpg,Cassava___Bacterial_Blight,CCMT,train
data/processed/train/Corn___Northern_Leaf_Blight/Corn___Northern_Leaf_Blight_CCMT_01303.jpg,Corn___Northern_Leaf_Blight,CCMT,train
data/processed/train/Cassava___Brown_Spot/Cassava___Brown_Spot_CCMT_00973.jpg,Cassava___Brown_Spot,CCMT,train
data/processed/train/Cassava___Brown_Spot/Cassava___Brown_Spot_CCMT_00974.jpg,Cassava___Brown_Spot,CCMT,train
data/processed/train/Cassava___Brown_Spot/Cassava___Brown_Spot_CCMT_00975.jpg,Cassava___Brown_Spot,CCMT,train
data/processed/train/Corn___Gray_Leaf_Spot/Corn___Gray_Leaf_Spot_CCMT_01147.jpg,Corn___Gray_Leaf_Spot,CCMT,train
data/processed/train/Corn___Streak_Virus/Corn___Streak_Virus_CCMT_00638.jpg,Corn___Streak_Virus,CCMT,train
data/processed/train/Cassava___Bacterial_Blight/Cassava___Bacterial_Blight_CCMT_01715.jpg,Cassava___Bacterial_Blight,CCMT,train
data/processed/train/Corn___Common_Rust/Corn___Common_Rust_PV_00769.jpg,Corn___Common_Rust,PV,train
data/processed/train/Cassava___Bacterial_Blight/Cassava___Bacterial_Blight_CCMT_01716.jpg,Cassava___Bacterial_Blight,CCMT,train
data/processed/train/Cassava___Healthy/Cassava___Healthy_CCMT_00781.jpg,Cassava___Healthy,CCMT,train
data/processed/train/Corn___Gray_Leaf_Spot/Corn___Gray_Leaf_Spot_PV_01148.jpg,Corn___Gray_Leaf_Spot,PV,train
data/processed/train/Cassava___Mosaic/Cassava___Mosaic_CCMT_00796.jpg,Cassava___Mosaic,CCMT,train
data/processed/train/Corn___Northern_Leaf_Blight/Corn___Northern_Leaf_Blight_PV_01304.jpg,Corn___Northern_Leaf_Blight,PV,train
data/processed/train/Cassava___Healthy/Cassava___Healthy_CCMT_00782.jpg,Cassava___Healthy,CCMT,train
data/processed/train/Cassava___Brown_Spot/Cassava___Brown_Spot_CCMT_00976.jpg,Cassava___Brown_Spot,CCMT,train
data/processed/train/Cassava___Bacterial_Blight/Cassava___Bacterial_Blight_CCMT_01717.jpg,Cassava___Bacterial_Blight,CCMT,train
data/processed/train/Cassava___Brown_Spot/Cassava___Brown_Spot_CCMT_00977.jpg,Cassava___Brown_Spot,CCMT,train
data/processed/train/Corn___Common_Rust/Corn___Common_Rust_PV_00770.jpg,Corn___Common_Rust,PV,train
data/processed/train/Cassava___Healthy/Cassava___Healthy_CCMT_00783.jpg,Cassava___Healthy,CCMT,train
data/processed/train/Cassava___Brown_Spot/Cassava___Brown_Spot_CCMT_00978.jpg,Cassava___Brown_Spot,CCMT,train
data/processed/train/Cassava___Bacterial_Blight/Cassava___Bacterial_Blight_CCMT_01718.jpg,Cassava___Bacterial_Blight,CCMT,train
data/processed/train/Corn___Northern_Leaf_Blight/Corn___Northern_Leaf_Blight_PV_01305.jpg,Corn___Northern_Leaf_Blight,PV,train
data/processed/train/Corn___Northern_Leaf_Blight/Corn___Northern_Leaf_Blight_CCMT_01306.jpg,Corn___Northern_Leaf_Blight,CCMT,train
data/processed/train/Corn___Northern_Leaf_Blight/Corn___Northern_Leaf_Blight_CCMT_01307.jpg,Corn___Northern_Leaf_Blight,CCMT,train
data/processed/train/Corn___Common_Rust/Corn___Common_Rust_PV_00771.jpg,Corn___Common_Rust,PV,train
data/processed/train/Corn___Common_Rust/Corn___Common_Rust_PV_00772.jpg,Corn___Common_Rust,PV,train
data/processed/train/Corn___Northern_Leaf_Blight/Corn___Northern_Leaf_Blight_CCMT_01308.jpg,Corn___Northern_Leaf_Blight,CCMT,train
data/processed/train/Corn___Gray_Leaf_Spot/Corn___Gray_Leaf_Spot_CCMT_01149.jpg,Corn___Gray_Leaf_Spot,CCMT,train
data/processed/train/Corn___Gray_Leaf_Spot/Corn___Gray_Leaf_Spot_CCMT_01150.jpg,Corn___Gray_Leaf_Spot,CCMT,train
data/processed/train/Corn___Streak_Virus/Corn___Streak_Virus_CCMT_00639.jpg,Corn___Streak_Virus,CCMT,train
data/processed/train/Cassava___Mosaic/Cassava___Mosaic_CCMT_00797.jpg,Cassava___Mosaic,CCMT,train
data/processed/train/Corn___Gray_Leaf_Spot/Corn___Gray_Leaf_Spot_CCMT_01151.jpg,Corn___Gray_Leaf_Spot,CCMT,train
data/processed/train/Cassava___Brown_Spot/Cassava___Brown_Spot_CCMT_00979.jpg,Cassava___Brown_Spot,CCMT,train
data/processed/train/Cassava___Healthy/Cassava___Healthy_CCMT_00784.jpg,Cassava___Healthy,CCMT,train
data/processed/train/Cassava___Healthy/Cassava___Healthy_CCMT_00785.jpg,Cassava___Healthy,CCMT,train
data/processed/train/Corn___Fall_Armyworm/Corn___Fall_Armyworm_CCMT_00182.jpg,Corn___Fall_Armyworm,CCMT,train
data/processed/train/Corn___Gray_Leaf_Spot/Corn___Gray_Leaf_Spot_CCMT_01152.jpg,Corn___Gray_Leaf_Spot,CCMT,train
data/processed/train/Cassava___Bacterial_Blight/Cassava___Bacterial_Blight_CCMT_01719.jpg,Cassava___Bacterial_Blight,CCMT,train
data/processed/train/Corn___Northern_Leaf_Blight/Corn___Northern_Leaf_Blight_CCMT_01309.jpg,Corn___Northern_Leaf_Blight,CCMT,train
data/processed/train/Corn___Fall_Armyworm/Corn___Fall_Armyworm_CCMT_00183.jpg,Corn___Fall_Armyworm,CCMT,train
data/processed/train/Corn___Streak_Virus/Corn___Streak_Virus_CCMT_00640.jpg,Corn___Streak_Virus,CCMT,train
data/processed/train/Corn___Streak_Virus/Corn___Streak_Virus_CCMT_00641.jpg,Corn___Streak_Virus,CCMT,train
data/processed/train/Corn___Gray_Leaf_Spot/Corn___Gray_Leaf_Spot_CCMT_01153.jpg,Corn___Gray_Leaf_Spot,CCMT,train
data/processed/train/Cassava___Healthy/Cassava___Healthy_CCMT_00786.jpg,Cassava___Healthy,CCMT,train
data/processed/train/Cassava___Bacterial_Blight/Cassava___Bacterial_Blight_CCMT_01720.jpg,Cassava___Bacterial_Blight,CCMT,train
data/processed/train/Cassava___Brown_Spot/Cassava___Brown_Spot_CCMT_00980.jpg,Cassava___Brown_Spot,CCMT,train
data/processed/train/Corn___Fall_Armyworm/Corn___Fall_Armyworm_CCMT_00184.jpg,Corn___Fall_Armyworm,CCMT,train
data/processed/train/Cassava___Brown_Spot/Cassava___Brown_Spot_CCMT_00981.jpg,Cassava___Brown_Spot,CCMT,train
data/processed/train/Corn___Gray_Leaf_Spot/Corn___Gray_Leaf_Spot_CCMT_01154.jpg,Corn___Gray_Leaf_Spot,CCMT,train
data/processed/train/Cassava___Bacterial_Blight/Cassava___Bacterial_Blight_CCMT_01721.jpg,Cassava___Bacterial_Blight,CCMT,train
data/processed/train/Cassava___Bacterial_Blight/Cassava___Bacterial_Blight_CCMT_01722.jpg,Cassava___Bacterial_Blight,CCMT,train
data/processed/train/Corn___Common_Rust/Corn___Common_Rust_PV_00773.jpg,Corn___Common_Rust,PV,train
data/processed/train/Corn___Northern_Leaf_Blight/Corn___Northern_Leaf_Blight_PV_01310.jpg,Corn___Northern_Leaf_Blight,PV,train
data/processed/train/Corn___Common_Rust/Corn___Common_Rust_PV_00774.jpg,Corn___Common_Rust,PV,train
data/processed/train/Corn___Fall_Armyworm/Corn___Fall_Armyworm_CCMT_00185.jpg,Corn___Fall_Armyworm,CCMT,train
data/processed/train/Cassava___Bacterial_Blight/Cassava___Bacterial_Blight_CCMT_01723.jpg,Cassava___Bacterial_Blight,CCMT,train
data/processed/train/Corn___Northern_Leaf_Blight/Corn___Northern_Leaf_Blight_PV_01311.jpg,Corn___Northern_Leaf_Blight,PV,train
data/processed/train/Cassava___Brown_Spot/Cassava___Brown_Spot_CCMT_00982.jpg,Cassava___Brown_Spot,CCMT,train
data/processed/train/Corn___Northern_Leaf_Blight/Corn___Northern_Leaf_Blight_PV_01312.jpg,Corn___Northern_Leaf_Blight,PV,train
data/processed/train/Corn___Gray_Leaf_Spot/Corn___Gray_Leaf_Spot_CCMT_01155.jpg,Corn___Gray_Leaf_Spot,CCMT,train
data/processed/train/Cassava___Bacterial_Blight/Cassava___Bacterial_Blight_CCMT_01724.jpg,Cassava___Bacterial_Blight,CCMT,train
data/processed/train/Cassava___Brown_Spot/Cassava___Brown_Spot_CCMT_00983.jpg,Cassava___Brown_Spot,CCMT,train
data/processed/train/Cassava___Bacterial_Blight/Cassava___Bacterial_Blight_CCMT_01725.jpg,Cassava___Bacterial_Blight,CCMT,train
data/processed/train/Cassava___Healthy/Cassava___Healthy_CCMT_00787.jpg,Cassava___Healthy,CCMT,train
data/processed/train/Corn___Northern_Leaf_Blight/Corn___Northern_Leaf_Blight_PV_01313.jpg,Corn___Northern_Leaf_Blight,PV,train
data/processed/train/Corn___Northern_Leaf_Blight/Corn___Northern_Leaf_Blight_PV_01314.jpg,Corn___Northern_Leaf_Blight,PV,train
data/processed/train/Corn___Gray_Leaf_Spot/Corn___Gray_Leaf_Spot_CCMT_01156.jpg,Corn___Gray_Leaf_Spot,CCMT,train
data/processed/train/Corn___Common_Rust/Corn___Common_Rust_PV_00775.jpg,Corn___Common_Rust,PV,train
data/processed/train/Cassava___Brown_Spot/Cassava___Brown_Spot_CCMT_00984.jpg,Cassava___Brown_Spot,CCMT,train
data/processed/train/Corn___Healthy/Corn___Healthy_PV_00904.jpg,Corn___Healthy,PV,train
data/processed/train/Cassava___Brown_Spot/Cassava___Brown_Spot_CCMT_00985.jpg,Cassava___Brown_Spot,CCMT,train
data/processed/train/Cassava___Mosaic/Cassava___Mosaic_CCMT_00798.jpg,Cassava___Mosaic,CCMT,train
data/processed/train/Corn___Streak_Virus/Corn___Streak_Virus_CCMT_00642.jpg,Corn___Streak_Virus,CCMT,train
data/processed/train/Corn___Gray_Leaf_Spot/Corn___Gray_Leaf_Spot_CCMT_01157.jpg,Corn___Gray_Leaf_Spot,CCMT,train
data/processed/train/Corn___Fall_Armyworm/Corn___Fall_Armyworm_CCMT_00186.jpg,Corn___Fall_Armyworm,CCMT,train
data/processed/train/Cassava___Bacterial_Blight/Cassava___Bacterial_Blight_CCMT_01726.jpg,Cassava___Bacterial_Blight,CCMT,train
data/processed/train/Cassava___Mosaic/Cassava___Mosaic_CCMT_00799.jpg,Cassava___Mosaic,CCMT,train
data/processed/train/Corn___Northern_Leaf_Blight/Corn___Northern_Leaf_Blight_PV_01315.jpg,Corn___Northern_Leaf_Blight,PV,train
data/processed/train/Corn___Gray_Leaf_Spot/Corn___Gray_Leaf_Spot_CCMT_01158.jpg,Corn___Gray_Leaf_Spot,CCMT,train
data/processed/train/Cassava___Healthy/Cassava___Healthy_CCMT_00788.jpg,Cassava___Healthy,CCMT,train
data/processed/train/Corn___Healthy/Corn___Healthy_PV_00905.jpg,Corn___Healthy,PV,train
data/processed/train/Corn___Gray_Leaf_Spot/Corn___Gray_Leaf_Spot_CCMT_01159.jpg,Corn___Gray_Leaf_Spot,CCMT,train
data/processed/train/Cassava___Mosaic/Cassava___Mosaic_CCMT_00800.jpg,Cassava___Mosaic,CCMT,train
data/processed/train/Corn___Northern_Leaf_Blight/Corn___Northern_Leaf_Blight_PV_01316.jpg,Corn___Northern_Leaf_Blight,PV,train
data/processed/train/Cassava___Brown_Spot/Cassava___Brown_Spot_CCMT_00986.jpg,Cassava___Brown_Spot,CCMT,train
data/processed/train/Corn___Healthy/Corn___Healthy_PV_00906.jpg,Corn___Healthy,PV,train
data/processed/train/Cassava___Brown_Spot/Cassava___Brown_Spot_CCMT_00987.jpg,Cassava___Brown_Spot,CCMT,train
data/processed/train/Cassava___Brown_Spot/Cassava___Brown_Spot_CCMT_00988.jpg,Cassava___Brown_Spot,CCMT,train
data/processed/train/Cassava___Healthy/Cassava___Healthy_CCMT_00789.jpg,Cassava___Healthy,CCMT,train
data/processed/train/Cassava___Bacterial_Blight/Cassava___Bacterial_Blight_CCMT_01727.jpg,Cassava___Bacterial_Blight,CCMT,train
data/processed/train/Corn___Healthy/Corn___Healthy_CCMT_00907.jpg,Corn___Healthy,CCMT,train
data/processed/train/Corn___Common_Rust/Corn___Common_Rust_PV_00776.jpg,Corn___Common_Rust,PV,train
data/processed/train/Corn___Common_Rust/Corn___Common_Rust_PV_00777.jpg,Corn___Common_Rust,PV,train
data/processed/train/Corn___Healthy/Corn___Healthy_PV_00908.jpg,Corn___Healthy,PV,train
data/processed/train/Corn___Common_Rust/Corn___Common_Rust_PV_00778.jpg,Corn___Common_Rust,PV,train
data/processed/train/Cassava___Healthy/Cassava___Healthy_CCMT_00790.jpg,Cassava___Healthy,CCMT,train
data/processed/train/Cassava___Brown_Spot/Cassava___Brown_Spot_CCMT_00989.jpg,Cassava___Brown_Spot,CCMT,train
data/processed/train/Corn___Common_Rust/Corn___Common_Rust_PV_00779.jpg,Corn___Common_Rust,PV,train
data/processed/train/Corn___Gray_Leaf_Spot/Corn___Gray_Leaf_Spot_CCMT_01160.jpg,Corn___Gray_Leaf_Spot,CCMT,train
data/processed/train/Corn___Northern_Leaf_Blight/Corn___Northern_Leaf_Blight_CCMT_01317.jpg,Corn___Northern_Leaf_Blight,CCMT,train
data/processed/train/Cassava___Bacterial_Blight/Cassava___Bacterial_Blight_CCMT_01728.jpg,Cassava___Bacterial_Blight,CCMT,train
data/processed/train/Cassava___Bacterial_Blight/Cassava___Bacterial_Blight_CCMT_01729.jpg,Cassava___Bacterial_Blight,CCMT,train
data/processed/train/Cassava___Brown_Spot/Cassava___Brown_Spot_CCMT_00990.jpg,Cassava___Brown_Spot,CCMT,train
data/processed/train/Corn___Northern_Leaf_Blight/Corn___Northern_Leaf_Blight_CCMT_01318.jpg,Corn___Northern_Leaf_Blight,CCMT,train
data/processed/train/Corn___Gray_Leaf_Spot/Corn___Gray_Leaf_Spot_CCMT_01161.jpg,Corn___Gray_Leaf_Spot,CCMT,train
data/processed/train/Cassava___Healthy/Cassava___Healthy_CCMT_00791.jpg,Cassava___Healthy,CCMT,train
data/processed/train/Cassava___Brown_Spot/Cassava___Brown_Spot_CCMT_00991.jpg,Cassava___Brown_Spot,CCMT,train
data/processed/train/Corn___Gray_Leaf_Spot/Corn___Gray_Leaf_Spot_CCMT_01162.jpg,Corn___Gray_Leaf_Spot,CCMT,train
data/processed/train/Cassava___Mosaic/Cassava___Mosaic_CCMT_00801.jpg,Cassava___Mosaic,CCMT,train
data/processed/train/Corn___Northern_Leaf_Blight/Corn___Northern_Leaf_Blight_CCMT_01319.jpg,Corn___Northern_Leaf_Blight,CCMT,train
data/processed/train/Corn___Common_Rust/Corn___Common_Rust_PV_00780.jpg,Corn___Common_Rust,PV,train
data/processed/train/Cassava___Brown_Spot/Cassava___Brown_Spot_CCMT_00992.jpg,Cassava___Brown_Spot,CCMT,train
data/processed/train/Corn___Streak_Virus/Corn___Streak_Virus_CCMT_00643.jpg,Corn___Streak_Virus,CCMT,train
data/processed/train/Cassava___Healthy/Cassava___Healthy_CCMT_00792.jpg,Cassava___Healthy,CCMT,train
data/processed/train/Cassava___Brown_Spot/Cassava___Brown_Spot_CCMT_00993.jpg,Cassava___Brown_Spot,CCMT,train
data/processed/train/Cassava___Bacterial_Blight/Cassava___Bacterial_Blight_CCMT_01730.jpg,Cassava___Bacterial_Blight,CCMT,train
data/processed/train/Corn___Gray_Leaf_Spot/Corn___Gray_Leaf_Spot_CCMT_01163.jpg,Corn___Gray_Leaf_Spot,CCMT,train
data/processed/train/Cassava___Healthy/Cassava___Healthy_CCMT_00793.jpg,Cassava___Healthy,CCMT,train
data/processed/train/Cassava___Healthy/Cassava___Healthy_CCMT_00794.jpg,Cassava___Healthy,CCMT,train
data/processed/train/Corn___Common_Rust/Corn___Common_Rust_PV_00781.jpg,Corn___Common_Rust,PV,train
data/processed/train/Cassava___Bacterial_Blight/Cassava___Bacterial_Blight_CCMT_01731.jpg,Cassava___Bacterial_Blight,CCMT,train
data/processed/train/Corn___Healthy/Corn___Healthy_PV_00909.jpg,Corn___Healthy,PV,train
data/processed/train/Cassava___Bacterial_Blight/Cassava___Bacterial_Blight_CCMT_01732.jpg,Cassava___Bacterial_Blight,CCMT,train
data/processed/train/Corn___Common_Rust/Corn___Common_Rust_PV_00782.jpg,Corn___Common_Rust,PV,train
data/processed/train/Cassava___Healthy/Cassava___Healthy_CCMT_00795.jpg,Cassava___Healthy,CCMT,train
data/processed/train/Corn___Gray_Leaf_Spot/Corn___Gray_Leaf_Spot_CCMT_01164.jpg,Corn___Gray_Leaf_Spot,CCMT,train
data/processed/train/Corn___Northern_Leaf_Blight/Corn___Northern_Leaf_Blight_PV_01320.jpg,Corn___Northern_Leaf_Blight,PV,train
data/processed/train/Corn___Fall_Armyworm/Corn___Fall_Armyworm_CCMT_00187.jpg,Corn___Fall_Armyworm,CCMT,train
data/processed/train/Cassava___Bacterial_Blight/Cassava___Bacterial_Blight_CCMT_01733.jpg,Cassava___Bacterial_Blight,CCMT,train
data/processed/train/Corn___Northern_Leaf_Blight/Corn___Northern_Leaf_Blight_PV_01321.jpg,Corn___Northern_Leaf_Blight,PV,train
data/processed/train/Cassava___Bacterial_Blight/Cassava___Bacterial_Blight_CCMT_01734.jpg,Cassava___Bacterial_Blight,CCMT,train
data/processed/train/Cassava___Brown_Spot/Cassava___Brown_Spot_CCMT_00994.jpg,Cassava___Brown_Spot,CCMT,train
data/processed/train/Corn___Northern_Leaf_Blight/Corn___Northern_Leaf_Blight_PV_01322.jpg,Corn___Northern_Leaf_Blight,PV,train
data/processed/train/Corn___Common_Rust/Corn___Common_Rust_PV_00783.jpg,Corn___Common_Rust,PV,train
data/processed/train/Corn___Common_Rust/Corn___Common_Rust_PV_00784.jpg,Corn___Common_Rust,PV,train
data/processed/train/Corn___Streak_Virus/Corn___Streak_Virus_CCMT_00644.jpg,Corn___Streak_Virus,CCMT,train
data/processed/train/Cassava___Brown_Spot/Cassava___Brown_Spot_CCMT_00995.jpg,Cassava___Brown_Spot,CCMT,train
data/processed/train/Corn___Healthy/Corn___Healthy_PV_00910.jpg,Corn___Healthy,PV,train
data/processed/train/Corn___Gray_Leaf_Spot/Corn___Gray_Leaf_Spot_PV_01165.jpg,Corn___Gray_Leaf_Spot,PV,train
data/processed/train/Cassava___Bacterial_Blight/Cassava___Bacterial_Blight_CCMT_01735.jpg,Cassava___Bacterial_Blight,CCMT,train
data/processed/train/Corn___Healthy/Corn___Healthy_PV_00911.jpg,Corn___Healthy,PV,train
